,ID,Name,MiddleName,LastName,Language,City,State,ZipCode,SeasonalWorker,Income,Funds,Assistance,Where_When,DueDate,Rent,Checks,Shared,ObligCS,PayCS,Type,Amount,StillOwed,Insurance
56,5679,{'Sasha'},{'R'},{'Jameson'},{'English'},{'Atalnta'},{'GA'},{'30354'},set(),"{'2,900', '$ 2,900'}","{'How much money do you and all household members have in cash or in the bank? $ 160', '160'}",set(),"{'2018', 'Where: Lousiana', 'Lousiana', 'When: 2018'}","{'Due Date: 03/12/2022', '03/12/2022'}",{'950'},"{'v', 'I do not', 'rey', 'Applying to rey', 'If you are not I'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}","{'200', 'Visist', 'Visit', 'Doctor', 'Hospital Visist', '150', 'Doctor Visit', 'Hospital'}","{'Y', '200', '150'}",{'1'},set()
57,2689,{'Marcus'},{'J'},{'Lukas'},{'English'},{'Atlanta'},{'GA'},{'30344'},set(),"{'4,200', '$ 4,200'}","{'570', 'How much money do you and all household members have in cash or in the bank? $ 570'}",set(),set(),{'05/09/2022'},"{'n', '850'}","{'Applying to rej', 'rej', 'I do not', 'If you are not I'}",set(),"{'1,022', 'h', 'Does anyone in the h'}","{'70', 'sehold pay child support to', 'sehold'}","{'Health', 'Health Insurance Premiums', 'Premiums', '180', '1,45'}","{',450', 'Ye', '80'}",{'1'},set()
58,2365,{'Roberto'},{'J'},{'Garcia'},{'Spanish'},{'Marietta'},{'GA'},{'30068'},set(),"{'$ 2,800', '2,800'}","{'390', 'How much money do you and all household members have in cash or in the bank? $ 390'}",set(),set(),"{'Due Date: 04/29/2022', '04/29/2022'}","{'n', '750'}","{'I do not', 'If you are not I', 'rey', 'Applying to rey'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}","{'3,80', 'Glasses', '230'}","{'3,800', '230', 'Ye'}","{'0', 'no', 'lo'}",set()
59,6656,set(),{'m'},{'Pike'},{'English'},{'Savannah'},{'GA'},{'31403'},set(),{'1500'},"{'How much money do you and all household members have or', 'in cash in the bank? 23.57', '23.57'}",{'Electric Gas Window or central air conditioner'},set(),set(),"{'800', 'h', '100', 'Tx'}","{'reg', 'I do not', 'Applying to reg', 'x', 'If you are not I'}",{'the home?'},{'300'},"{'mount Paid', '300', 'mount'}","{'Hospital', 'Doctor', '25'}","{'N', '2500', 'Y', '200'}",set(),{'s'}
60,6742,{'Robert'},{'F'},{'Dumfrey'},{'Enlgish'},{'Atlanta'},{'GA'},{'30311'},set(),"{'3,800', '$ 3,800'}","{'How much money do you and all household members have in cash or in the bank? $ 300', '300'}",set(),set(),set(),"{'3600', '0'}","{'I do not', 'If you are not I', 'rey', 'Applying to rey'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}","{'Health Isnurance Premiums', 'Premiums', 'Health', '200', '300', 'Isnurance', 'Prescriptions'}","{'00', '200'}",{'lo'},set()
61,9067,{'Andre'},{'C'},{'Jackson'},{'English'},{'Atalnta'},{'GA'},{'30354'},set(),"{'$ 4,100'}","{'How much money do you and all household members have in cash or in the bank? $ 420', '420'}",set(),set(),set(),"{'0', '850'}","{'Applying to re', 'I do not', 'If you are not I', 're'}",set(),"{'976.90', 'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold', '275.74'}","{'Prescription', '2,03', 'Visit', 'Hospital Visit', '150', 'Hospital'}","{'2,034', '150'}","{'09', 'es'}",set()
62,2089,{'Dana'},{'E'},{'White'},{'English'},{'Covington'},{'GA'},{'30016'},set(),"{'$ 2,560', '2,560'}","{'180', 'How much money do you and all household members have in cash or in the bank? $ 180'}",set(),"{'2020', 'Jersey', 'Where: New Jersey', 'When: 2020', 'New'}",set(),{'700'},"{'Applying to re', 'I do not', 'If you are not I', 're'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}","{'4,29'}","{'Ye', '1,298'}",{'1'},set()
63,1123,{'Danielle'},{'E'},{'Carter'},{'English'},{'Roswell'},{'GA'},{'30076'},set(),"{'$ 2,800', '2,800'}","{'How much money do you and all household members have in cash or in the bank? $ 420', '420'}",set(),set(),set(),"{'n', '600'}","{'Applying to re', 'I do not', 'If you are not I', 're'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}","{'Prescriptions', '140', '1,4'}","{'Y', '140', 'NL', '1,400'}",{'Mo'},set()
64,923,{'Ruby'},{'M'},{'Jonhson'},{'English'},{'Atalnta'},{'GA'},{'31106'},set(),"{'2,600', '$ 2,600'}","{'268', 'How much money do you and all household members have in cash or in the bank? $ 268'}","{'15', 'If yes, amount received $ 15'}",set(),set(),{'575'},"{'I do not', 'If you are not I', 'rey', 'Applying to rey'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
65,2260,{'Adam'},set(),{'White'},{'English'},{'Pinklake'},{'GA'},{'30072'},set(),"{'3,200', '$ 3,200'}","{'340', 'How much money do you and all household members have in cash or in the bank? $ 340'}",set(),set(),set(),"{'1,200', 'nin'}","{'Applying to rej', 'rej', 'I do not', 'If you are not I'}",set(),"{'855', 'h', 'Does anyone in the h'}","{'00', 'sehold pay child support to', 'sehold'}","{'2,40'}","{'2,400', 'Ye'}","{'0', '(es'}",set()
66,866,{'Kute'},"{'B', 'lle Initial', 'lle'}",{'Bush'},{'Englism'},"{'Vhat is your Preferred Language?', 'Vhat'}","{'Zit', 'GA'}","{'31302', 'P', 'P Code'}",{'SBAL'},{'700'},"{'How much money do you and all household members in cash or in the bank?', 'have 200', '200'}",set(),"{'-2021', '2019 -2021', 'Kentucky', '2019'}","{'""Please', 'Is anyone pregnant? ""Please provide proof of pregnancy if available.', 'April', '2022', 'April 2022'}","{'50', '900', '80'}","{'agency', 'X Yes', 'this agency', 'Applying to', 'H', 'H you are no', 'no', 'X'}","{'home', 'of the home'}",set(),set(),{'Doctor'},{'100'},set(),set()
67,1334,{'Antonia'},set(),{'Bunderas'},{'Spanish'},"{'M Allen', 'Allen', 'M'}",{'Tx'},{'78501'},set(),{'2025'},"{'How much money do you and all household members have in cash or in the bank? $ 50,000', '$ 50,000'}","{""What is your hausehole's primary heating or cooling source? Mark all that apply"", ""hausehole's""}",set(),set(),"{'350-57', '2515.32'}","{'ale', '=', 'f you'}","{'is YNo', 'YNo'}","{'IIT', 'Does anyone IIT the', '1000'}","{'999.3', ""usenoia pay chmu support to's"", 'chmu', 'usenoia', ""to's""}","{'Appointment', 'Doctor', 'Doctor Appointment', '2'}",{'250'},set(),set()
68,1223,{'5'},set(),{'Stoneri'},{'Scottish'},{'Scottsdule'},{'Az'},{'85054'},set(),"{'$ 8500', '8500'}","{'$ 250,000', 'How do or', 'much money you and all household members have in cash in the bank? $ 250,000'}",{'X'},"{'When: 2019 - 2021', '2019 - 2021', 'Clura,', 'CA', 'Where: Santa Clura, CA', 'Santa'}",set(),"{'450', '3500'}","{'Applying to r', 'If you are not', 'don', 'REG', 'X No', 'r', 'X', 'VOTER REG'}","{'home', 'la home', 'la'}","{'DOUS anyone TIT the', 'DOUS', 'TIT'}",set(),{'Meticare'},{'099'},{'1'},set()
69,3566,set(),{'R'},{'SMITH'},{'ENGLISH'},{'COLORADO'},{'DENVER'},"{'Zip,', '80201', 'Zip, Code'}",set(),"{'$ 4900', '4900'}","{'all household members have in cash in the bank? $75,000', 'How much money do you and or', '$75,000'}",set(),"{'CALADAN', 'Where: CALADAN COUNTY'}","{'Due Date: JANAVARY 2022', 'JANAVARY', '2022'}","{'1,500'}","{'reg', 'shar', '-', 'I do not', 'Applying to reg', 'Do you shar'}",set(),"{'$ 1,200', '$ 1,200 USR', 'USR'}",set(),"{'18', 'DOCTOR VISITS', 'DOCTOR', 'VISITS'}","{'Y', '180'}",set(),set()
70,1099,{'Chris'},set(),{'Cornellius'},{'French'},{'Maniettu'},{'GA'},{'30339'},set(),"{'7', '235', '5'}","{'How money you or', 'much do and all household members have in cash in the bank? $500,000', '$500,000'}",set(),"{'Nogales,', 'Az.', '2016 - 2019', '-', 'Where: Nogales, Az.', '2016 - 2019 -'}",set(),{'900/Month'},"{'Applying to r', 'n', 'If you are no', 'I do n', 'REG', 'no', 'r', 'VOTER REG'}",{'es'},{'Does anyone in the I'},"{'s', 'usehold', 'usehold pay child support to s'}","{'1', 'visits', 'Bladerity', 'Doctor', 'Doctor visits'}",{'100'},"{'n', 'w'}",set()
71,689,{'Carl'},{'F'},set(),set(),{'English'},"{'i', 'If an interview i', 'interpreter? Yes'}","{'S', 's required, will yourleed an', 's', 'yourleed', 'or No'}",set(),{'3500'},"{'How much money do you and all household members have in cash or in the bank? $ 5000', '$ 5000'}","{'If yes, amount received $ 700', '$ 700'}","{'through', '15', 'Jersey', ""'03 through 15"", 'New Jersey', 'New', ""'03""}","{'of,', 'NOT that I know of, ye', 'know', 'NOT', 'ye'}","{'aunow', 'C81', 'oh1', '0091'}","{'n', '1', '-', '#f', 'regir', 'his agency.', 'his', 'I do not 1', 'Applying to regir', '#f you are not n', 'X'}","{'e home?', 's', 'No X', 'e', 'X'}",{'A'},"{'ount', 'ount Paid'}","{'Surgery', '5', '33', 'Pain Meds', 'Pain', 'Meds'}","{'N', '50', '$ 800'}",{'YES'},set()
72,1378,{'Kevin'},set(),{'McAlisterz'},{'English'},{'Corvallis'},{'Oregon'},{'97330'},set(),set(),"{'How much do and all household members have in cash or in the bank? $ 75,000', 'money you', '$ 75,000'}",set(),"{'Brooklyn,', 'NY', 'Where: Brooklyn, NY'}",set(),{'3800'},"{'dor', 'Applying to r', 'If you are no', 'REG', 'X No', 'no', 'r', 'X', 'VOTER REG'}","{'es', 'No A', 'A'}","{'1/2', 'DOES anyone III the', 'DOES', 'III'}","{'usenoia pay chmu support to', 'chmu', 'usenoia', '1'}","{'Visit', 'Doctor Visit', 'Doctor', '2'}",{'002'},set(),{'b'}
73,967,{'EARLY'},{'C'},{'CUYLER'},"{'AMERICAN!', 'IT', 'IT an II', 'II', 'interpr'}",{'POUGRL'},"{'Go Panys! Hall tenh!', '2', 'tenh!', 'GA', 'Go', 'Panys!', 'Hall'}",{'30533'},set(),"{'$ 75', '75'}","{'you members have in cash in the bank? $ 0', '$ 0', 'How much money do and all household or'}","{'Electric Gas air conditioner Kerosene oil t Wood', 't', 'DNf', 'DNf yes, amount received $', 'Window or central'}",set(),set(),"{'O', '0'}","{'No!', 'If you are not', '1', 'Applying to re', '1 do no', 'no', 're', 'X No!', 'X', 'x'}","{'N°', 'of the hom', 'hom', 'P Yes', 'P'}",{'200'},set(),"{'+', '5', '-', 'N', '7', '1', '5/A', 'D', '>', 'Lis'}","{'Y', '250'}",set(),set()
74,1564,{'PAUL'},{'L'},{'ATREIDES'},{'FREMENESE'},{'ARRAKIS'},{'GA'},{'30015'},set(),"{'5000', '$ 5000'}","{'How much money do you and all household members have in cash or in the bank? $ $ 50,000', '$ 50,000'}",set(),"{'CALADAN COUNTY', '-', '2010', 'CALADAN', 'PRESENT', '2010 - PRESENT'}","{'JUNE', 'JUNE 2022', '2022'}","{'2500', '1500'}","{'n', 'REC', 'If you are no', 'I do n', 't', 'no', 'Applying to t', 'VOTER REC'}","{'hones', '--', '-- hones', 'X', 'es'}","{'Does anyone III ure', 'ure', 'III'}","{'to:', 'pay suppont to:', 'suppont'}","{'c', '7', 'Spice', 'Supplement', 'Spice Supplement'}","{'Y', '75.00'}",set(),set()
75,8904,set(),set(),{'Mayer'},{'English'},{'LA'},{'CA'},set(),set(),"{'$ 9600', '9600'}","{'$ 750,000', 'How much money you in cash or in the bank?', 'do and all household members have $ 750,000'}",set(),"{'When: 2006 - 2008', '2006 - 2008', 'Detroit,', 'Where: Detroit, ML.', 'ML.'}",set(),"{'1,900', '150'}","{'Applying to r', 'n', 'REC', 'If you are no', 'no', 'do n', 'r', 'VOTER REC'}","{'es K No', 'K', 'La home?', 'La', 'es'}",{'-'},"{'uschold', 'uschold pay and support to'}","{'Visit', 'Doctor Visit', '3', 'Doctor'}",{'350'},set(),{'o'}
76,9003,{'Johnny'},{'K'},"{'Fran Klyn', 'Klyn', 'Fran'}",{'English'},{'Bronx'},{'NY'},{'10013'},set(),"{'4,148', '$ 4,148'}","{'money do you and all household members have in cash in the bank? $ 7,675', 'How much or', '7,675'}","{""What is your household's primary heating or cooling source' Mark all that apply"", ""source'""}",set(),"{'Is anyone pregnant? ""Please provide proof of pregnancy if available.', '""Please'}",{'100'},"{'agency', 'REC', 'this agency', 'Idon', 'If yoy are no', 'yoy', 'V', 'no', ""l'"", 'VOTER REC', ""Applying to l'""}",{'x'},{'Does anyone in the'},"{'usehold pay child support to $', 'usehold'}","{'n', 'visits', 'Louis Insurance', 'Doctor', '4', 'Doctor visits', 'Louis'}","{'400', '1'}","{'11', 'NO'}",set()
